field,probe,frequency_khz,psd
number_density,freestream,1120.000000,6.10167202e+37
number_density,freestream,1130.000000,5.35750832e+37
number_density,freestream,1140.000000,2.53486407e+37
number_density,freestream,1150.000000,1.44547002e+37
number_density,freestream,1160.000000,8.07324881e+36
number_density,freestream,1170.000000,1.16509761e+37
number_density,freestream,1180.000000,8.64156788e+36
number_density,freestream,1190.000000,4.32770075e+36
number_density,freestream,1200.000000,8.78388545e+36
number_density,freestream,1210.000000,2.18941019e+37
number_density,freestream,1220.000000,3.83913209e+37
number_density,freestream,1230.000000,5.85450153e+37
number_density,freestream,1240.000000,3.01174574e+37
number_density,freestream,1250.000000,1.96850140e+37
number_density,freestream,1260.000000,4.92311805e+37
number_density,freestream,1270.000000,7.38396395e+36
number_density,freestream,1280.000000,2.51214205e+37
number_density,freestream,1290.000000,6.45567619e+37
number_density,freestream,1300.000000,4.55221190e+37
number_density,freestream,1310.000000,4.02396977e+37
number_density,freestream,1320.000000,3.37198130e+37
number_density,freestream,1330.000000,1.21320427e+37
number_density,freestream,1340.000000,6.98942104e+36
number_density,freestream,1350.000000,2.12253075e+36
number_density,freestream,1360.000000,1.03714646e+37
number_density,freestream,1370.000000,5.17210565e+37
number_density,freestream,1380.000000,6.26615858e+37
number_density,freestream,1390.000000,5.96514551e+37
number_density,freestream,1400.000000,1.67366264e+37
number_density,freestream,1410.000000,1.15042871e+37
number_density,freestream,1420.000000,2.57816111e+37
number_density,freestream,1430.000000,2.63074903e+36
number_density,freestream,1440.000000,2.41317398e+37
number_density,freestream,1450.000000,4.02935873e+37
number_density,freestream,1460.000000,9.55820209e+37
number_density,freestream,1470.000000,7.67628139e+37
number_density,freestream,1480.000000,1.95318760e+37
number_density,freestream,1490.000000,1.30103608e+37
number_density,freestream,1500.000000,3.87064890e+37
number_density,freestream,1510.000000,3.96528767e+36
number_density,freestream,1520.000000,1.23067750e+36
number_density,freestream,1530.000000,1.75084229e+37
number_density,freestream,1540.000000,1.83986036e+37
number_density,freestream,1550.000000,2.94367344e+36
number_density,freestream,1560.000000,1.38048169e+35
number_density,freestream,1570.000000,1.22349573e+37
number_density,freestream,1580.000000,3.34652758e+37
number_density,freestream,1590.000000,6.27324657e+36
number_density,freestream,1600.000000,8.03085178e+36
number_density,freestream,1610.000000,1.69082548e+36
number_density,freestream,1620.000000,5.40191358e+36
number_density,freestream,1630.000000,1.21649839e+37
number_density,freestream,1640.000000,7.80811279e+36
number_density,freestream,1650.000000,1.74514812e+36
number_density,freestream,1660.000000,1.10074634e+37
number_density,freestream,1670.000000,1.17992014e+37
number_density,freestream,1680.000000,1.16023387e+37
number_density,freestream,1690.000000,7.82052226e+36
number_density,freestream,1700.000000,2.25906225e+37
number_density,freestream,1710.000000,5.97148144e+36
number_density,freestream,1720.000000,5.22723677e+37
number_density,freestream,1730.000000,1.06530245e+38
number_density,freestream,1740.000000,1.53403636e+37
number_density,freestream,1750.000000,6.14988566e+36
number_density,freestream,1760.000000,9.85281462e+36
number_density,freestream,1770.000000,2.80474776e+37
number_density,freestream,1780.000000,8.55440259e+36
number_density,freestream,1790.000000,2.55715611e+36
number_density,freestream,1800.000000,8.43622355e+36
number_density,freestream,1810.000000,2.11248274e+37
number_density,freestream,1820.000000,4.43873155e+37
number_density,freestream,1830.000000,4.74963445e+37
number_density,freestream,1840.000000,1.97202616e+37
number_density,freestream,1850.000000,2.04679015e+37
number_density,freestream,1860.000000,3.32270058e+37
number_density,freestream,1870.000000,4.35772447e+36
number_density,freestream,1880.000000,1.86557955e+37
number_density,freestream,1890.000000,2.05819006e+37
number_density,freestream,1900.000000,1.63573064e+37
number_density,freestream,1910.000000,3.34786154e+37
number_density,freestream,1920.000000,4.09363834e+36
number_density,freestream,1930.000000,4.15555472e+36
number_density,freestream,1940.000000,1.14979110e+37
number_density,freestream,1950.000000,2.60349582e+37
number_density,freestream,1960.000000,3.55128872e+37
number_density,freestream,1970.000000,7.90964491e+35
number_density,freestream,1980.000000,1.68747847e+37
number_density,freestream,1990.000000,7.83930279e+36
number_density,freestream,2000.000000,1.60136839e+37
number_density,freestream,2010.000000,2.51362517e+37
number_density,freestream,2020.000000,5.51307509e+36
number_density,freestream,2030.000000,1.05640007e+37
number_density,freestream,2040.000000,1.07497249e+37
number_density,freestream,2050.000000,6.65887077e+36
number_density,freestream,2060.000000,5.23631844e+36
number_density,freestream,2070.000000,2.55894191e+36
number_density,freestream,2080.000000,1.74903855e+36
number_density,freestream,2090.000000,6.77648842e+36
number_density,freestream,2100.000000,2.18719203e+37
number_density,freestream,2110.000000,4.12094935e+37
number_density,freestream,2120.000000,1.96368591e+37
number_density,freestream,2130.000000,1.75468943e+36
number_density,freestream,2140.000000,5.60727852e+36
number_density,freestream,2150.000000,2.33399614e+37
number_density,freestream,2160.000000,1.52104132e+37
number_density,freestream,2170.000000,3.05584306e+36
number_density,freestream,2180.000000,5.93420374e+36
number_density,freestream,2190.000000,1.88796494e+37
number_density,freestream,2200.000000,7.16136744e+36
number_density,freestream,2210.000000,3.13511565e+36
number_density,freestream,2220.000000,5.79368505e+35
number_density,freestream,2230.000000,1.24379314e+37
number_density,freestream,2240.000000,8.89683503e+36
number_density,freestream,2250.000000,7.36609772e+36
number_density,freestream,2260.000000,6.04070344e+36
number_density,freestream,2270.000000,3.34543203e+36
number_density,freestream,2280.000000,1.46257063e+36
number_density,freestream,2290.000000,2.64120210e+36
number_density,freestream,2300.000000,3.94322210e+36
number_density,freestream,2310.000000,6.13082025e+36
number_density,freestream,2320.000000,8.52361148e+36
number_density,freestream,2330.000000,2.43106551e+36
number_density,freestream,2340.000000,3.19488254e+37
number_density,freestream,2350.000000,1.39105681e+37
number_density,freestream,2360.000000,1.53808661e+36
number_density,freestream,2370.000000,9.00237883e+36
number_density,freestream,2380.000000,1.21523994e+37
number_density,freestream,2390.000000,5.98043378e+36
number_density,freestream,2400.000000,9.56794245e+36
number_density,freestream,2410.000000,5.94662395e+36
number_density,freestream,2420.000000,1.38983559e+37
number_density,freestream,2430.000000,1.03490660e+37
number_density,freestream,2440.000000,1.35572826e+37
number_density,freestream,2450.000000,3.86896442e+36
number_density,freestream,2460.000000,6.72917454e+36
number_density,freestream,2470.000000,3.81282627e+36
number_density,freestream,2480.000000,1.58547276e+37
number_density,freestream,2490.000000,8.68249036e+36
number_density,freestream,2500.000000,1.40052451e+36
number_density,freestream,2510.000000,5.03941588e+36
number_density,freestream,2520.000000,1.60024424e+37
number_density,freestream,2530.000000,9.83293386e+36
number_density,freestream,2540.000000,4.59769851e+36
number_density,freestream,2550.000000,2.23656936e+37
number_density,freestream,2560.000000,3.27244780e+37
number_density,freestream,2570.000000,3.16654260e+37
number_density,freestream,2580.000000,2.02149105e+37
number_density,freestream,2590.000000,3.84254912e+35
number_density,freestream,2600.000000,1.32146990e+37
number_density,freestream,2610.000000,2.58573947e+37
number_density,freestream,2620.000000,4.16374960e+36
number_density,freestream,2630.000000,3.44917644e+36
number_density,freestream,2640.000000,1.39029643e+37
number_density,freestream,2650.000000,1.42571556e+37
number_density,freestream,2660.000000,1.26801936e+37
number_density,freestream,2670.000000,1.24640107e+36
number_density,freestream,2680.000000,3.16372108e+37
number_density,freestream,2690.000000,4.21531333e+37
number_density,freestream,2700.000000,3.30329579e+37
number_density,freestream,2710.000000,2.86798703e+37
number_density,freestream,2720.000000,2.66116370e+37
number_density,freestream,2730.000000,9.22259233e+36
number_density,freestream,2740.000000,3.43145981e+36
number_density,freestream,2750.000000,3.30313794e+36
number_density,freestream,2760.000000,1.44523615e+37
number_density,freestream,2770.000000,8.42501193e+36
number_density,freestream,2780.000000,2.61060167e+37
number_density,freestream,2790.000000,1.02679273e+37
number_density,freestream,2800.000000,3.03454217e+37
number_density,freestream,2810.000000,2.26732425e+37
number_density,freestream,2820.000000,8.64031430e+36
number_density,freestream,2830.000000,1.39297012e+37
number_density,freestream,2840.000000,7.07101813e+35
number_density,freestream,2850.000000,1.00075763e+37
number_density,freestream,2860.000000,1.33874757e+37
number_density,freestream,2870.000000,1.22883316e+37
number_density,freestream,2880.000000,1.14686677e+36
number_density,freestream,2890.000000,1.62474288e+36
number_density,freestream,2900.000000,3.00331658e+36
number_density,freestream,2910.000000,3.64418133e+36
number_density,freestream,2920.000000,4.22002575e+36
number_density,freestream,2930.000000,6.99478537e+36
number_density,freestream,2940.000000,1.85941648e+36
number_density,freestream,2950.000000,2.29870059e+37
number_density,freestream,2960.000000,1.85884686e+37
number_density,freestream,2970.000000,3.52214083e+36
number_density,freestream,2980.000000,5.95176509e+36
number_density,freestream,2990.000000,3.86566404e+36
number_density,freestream,3000.000000,1.04625097e+37
number_density,freestream,3010.000000,2.86435195e+37
number_density,freestream,3020.000000,1.68060986e+37
number_density,freestream,3030.000000,3.50712311e+36
number_density,freestream,3040.000000,4.56591653e+36
number_density,freestream,3050.000000,1.13263689e+37
number_density,freestream,3060.000000,7.51653567e+36
number_density,freestream,3070.000000,1.17618182e+37
number_density,freestream,3080.000000,1.95343425e+35
number_density,freestream,3090.000000,1.39422341e+37
number_density,freestream,3100.000000,1.38902565e+37
number_density,freestream,3110.000000,4.50199919e+36
number_density,freestream,3120.000000,9.23864647e+33
number_density,freestream,3130.000000,9.97436822e+36
number_density,freestream,3140.000000,1.27251598e+37
number_density,freestream,3150.000000,6.19965456e+36
number_density,freestream,3160.000000,2.02850568e+36
number_density,freestream,3170.000000,6.99180136e+36
number_density,freestream,3180.000000,6.77161642e+37
number_density,freestream,3190.000000,9.74428633e+37
number_density,freestream,3200.000000,2.09678574e+37
number_density,freestream,3210.000000,3.14079161e+36
number_density,freestream,3220.000000,1.51480618e+37
number_density,freestream,3230.000000,7.25611352e+36
number_density,freestream,3240.000000,3.24852557e+35
number_density,freestream,3250.000000,3.60752183e+36
number_density,freestream,3260.000000,2.87329102e+36
number_density,freestream,3270.000000,1.25822326e+36
number_density,freestream,3280.000000,3.33377032e+37
number_density,freestream,3290.000000,5.88823651e+37
number_density,freestream,3300.000000,1.83684919e+37
number_density,freestream,3310.000000,4.95934756e+35
number_density,freestream,3320.000000,1.11614302e+37
number_density,freestream,3330.000000,9.84898303e+36
number_density,freestream,3340.000000,3.56616091e+36
number_density,freestream,3350.000000,1.43576846e+37
number_density,freestream,3360.000000,3.80101014e+37
number_density,freestream,3370.000000,1.71828229e+37
number_density,freestream,3380.000000,9.34101771e+36
number_density,freestream,3390.000000,3.36023000e+37
number_density,freestream,3400.000000,8.32498481e+37
number_density,freestream,3410.000000,2.07245238e+37
number_density,freestream,3420.000000,9.19215361e+36
number_density,freestream,3430.000000,1.99187892e+37
number_density,freestream,3440.000000,1.99932442e+37
number_density,freestream,3450.000000,1.16323805e+37
number_density,freestream,3460.000000,5.91792265e+36
number_density,freestream,3470.000000,6.37356385e+36
number_density,freestream,3480.000000,3.03647615e+37
number_density,freestream,3490.000000,7.51057746e+37
number_density,freestream,3500.000000,4.03736687e+37
number_density,freestream,3510.000000,9.46678238e+36
number_density,freestream,3520.000000,5.25578187e+36
number_density,freestream,3530.000000,1.36140444e+36
number_density,freestream,3540.000000,1.48007866e+37
number_density,freestream,3550.000000,3.04502427e+37
number_density,freestream,3560.000000,1.69927522e+37
number_density,freestream,3570.000000,8.34495272e+36
number_density,freestream,3580.000000,3.73550988e+36
number_density,freestream,3590.000000,1.55562263e+37
number_density,freestream,3600.000000,3.83651466e+37
number_density,freestream,3610.000000,2.58143978e+37
number_density,freestream,3620.000000,1.63011226e+37
number_density,freestream,3630.000000,2.58538194e+37
number_density,freestream,3640.000000,1.08421701e+37
number_density,freestream,3650.000000,1.63670366e+37
number_density,freestream,3660.000000,1.11843748e+37
number_density,freestream,3670.000000,1.96735791e+36
number_density,freestream,3680.000000,6.39812210e+36
number_density,freestream,3690.000000,5.40741882e+35
number_density,freestream,3700.000000,9.56750061e+36
number_density,freestream,3710.000000,3.48918131e+37
number_density,freestream,3720.000000,1.34322878e+37
number_density,freestream,3730.000000,2.67264392e+36
number_density,freestream,3740.000000,2.71740060e+36
number_density,freestream,3750.000000,2.25707905e+37
number_density,freestream,3760.000000,2.66487077e+37
number_density,freestream,3770.000000,3.03757729e+37
number_density,freestream,3780.000000,5.41811009e+36
number_density,freestream,3790.000000,3.27137980e+36
number_density,freestream,3800.000000,1.12796695e+37
number_density,freestream,3810.000000,4.42203001e+37
number_density,freestream,3820.000000,5.23010333e+37
number_density,freestream,3830.000000,4.33097789e+37
number_density,freestream,3840.000000,1.88663294e+37
number_density,freestream,3850.000000,2.07329857e+37
number_density,freestream,3860.000000,2.04746464e+35
number_density,freestream,3870.000000,2.62873291e+37
number_density,freestream,3880.000000,3.21120728e+37
number_density,freestream,3890.000000,6.97358596e+37
number_density,freestream,3900.000000,3.83705741e+37
number_density,freestream,3910.000000,2.65510334e+37
number_density,freestream,3920.000000,2.74175485e+37
number_density,freestream,3930.000000,5.44641602e+36
number_density,freestream,3940.000000,6.18899029e+36
number_density,freestream,3950.000000,4.39856534e+36
number_density,freestream,3960.000000,5.56759220e+34
number_density,freestream,3970.000000,1.23530932e+37
number_density,freestream,3980.000000,9.20655361e+36
number_density,freestream,3990.000000,1.96777658e+36
number_density,freestream,4000.000000,7.64135655e+36
number_density,freestream,4010.000000,2.62442943e+37
number_density,freestream,4020.000000,1.02896832e+37
number_density,freestream,4030.000000,1.76616150e+36
number_density,freestream,4040.000000,1.26376904e+36
number_density,freestream,4050.000000,1.21612710e+37
number_density,freestream,4060.000000,2.46604777e+37
number_density,freestream,4070.000000,4.26235282e+37
number_density,freestream,4080.000000,2.05621244e+37
number_density,freestream,4090.000000,5.42274154e+35
number_density,freestream,4100.000000,7.44370937e+36
number_density,freestream,4110.000000,4.79075762e+37
number_density,freestream,4120.000000,3.46625178e+37
number_density,freestream,4130.000000,9.27737630e+36
number_density,freestream,4140.000000,1.13044372e+37
number_density,freestream,4150.000000,3.48626536e+35
number_density,freestream,4160.000000,6.20954259e+36
number_density,freestream,4170.000000,6.34925541e+36
number_density,freestream,4180.000000,2.37246594e+37
number_density,freestream,4190.000000,1.92399262e+37
number_density,freestream,4200.000000,2.29150895e+37
number_density,freestream,4210.000000,5.78376769e+37
number_density,freestream,4220.000000,3.12895174e+37
number_density,freestream,4230.000000,3.20033884e+36
number_density,freestream,4240.000000,2.58054803e+37
number_density,freestream,4250.000000,8.10254926e+36
number_density,freestream,4260.000000,8.12354027e+36
number_density,freestream,4270.000000,1.82681414e+37
number_density,freestream,4280.000000,3.63395483e+37
number_density,freestream,4290.000000,4.41091823e+37
number_density,freestream,4300.000000,7.35803782e+36
number_density,freestream,4310.000000,1.77776197e+37
number_density,freestream,4320.000000,1.71799731e+37
number_density,freestream,4330.000000,1.91251363e+37
number_density,freestream,4340.000000,5.46663250e+36
number_density,freestream,4350.000000,4.96585900e+36
number_density,freestream,4360.000000,1.01495235e+37
number_density,freestream,4370.000000,4.02406184e+36
number_density,freestream,4380.000000,3.60889674e+36
number_density,freestream,4390.000000,1.50978529e+37
number_density,freestream,4400.000000,1.75872707e+37
number_density,freestream,4410.000000,1.08254832e+37
number_density,freestream,4420.000000,8.65020497e+36
number_density,freestream,4430.000000,4.24462286e+35
number_density,freestream,4440.000000,6.42385799e+36
number_density,freestream,4450.000000,1.77894124e+37
number_density,freestream,4460.000000,7.09854601e+36
number_density,freestream,4470.000000,3.09587356e+36
number_density,freestream,4480.000000,1.38768973e+36
number_density,freestream,4490.000000,9.78628525e+36
number_density,freestream,4500.000000,6.58562340e+36
number_density,freestream,4510.000000,9.27088536e+36
number_density,freestream,4520.000000,1.08775430e+36
number_density,freestream,4530.000000,4.88947856e+36
number_density,freestream,4540.000000,2.53023064e+36
number_density,freestream,4550.000000,3.69603821e+36
number_density,freestream,4560.000000,9.27091691e+36
number_density,freestream,4570.000000,7.72515520e+36
number_density,freestream,4580.000000,8.29826188e+36
number_density,freestream,4590.000000,1.09383993e+37
number_density,freestream,4600.000000,1.71658647e+37
number_density,freestream,4610.000000,1.86658472e+36
number_density,freestream,4620.000000,8.30254222e+35
number_density,freestream,4630.000000,2.96237979e+36
number_density,freestream,4640.000000,4.50827118e+37
number_density,freestream,4650.000000,3.12192935e+37
number_density,freestream,4660.000000,7.58819923e+36
number_density,freestream,4670.000000,5.98760767e+36
number_density,freestream,4680.000000,1.05432262e+36
number_density,freestream,4690.000000,6.26428189e+36
number_density,freestream,4700.000000,3.76609835e+36
number_density,freestream,4710.000000,9.61884799e+35
number_density,freestream,4720.000000,1.17539035e+36
number_density,freestream,4730.000000,4.54985707e+36
number_density,freestream,4740.000000,8.02904763e+35
number_density,freestream,4750.000000,2.08151168e+35
number_density,freestream,4760.000000,2.76498436e+36
number_density,freestream,4770.000000,4.67525362e+36
number_density,freestream,4780.000000,8.65822907e+36
number_density,freestream,4790.000000,8.63324380e+35
number_density,freestream,4800.000000,2.09738570e+37
number_density,freestream,4810.000000,2.29114202e+37
number_density,freestream,4820.000000,9.81252997e+35
number_density,freestream,4830.000000,1.78083428e+36
number_density,freestream,4840.000000,1.40070418e+36
number_density,freestream,4850.000000,4.77998929e+36
number_density,freestream,4860.000000,6.85191825e+36
number_density,freestream,4870.000000,4.65727955e+36
number_density,freestream,4880.000000,7.81326584e+36
number_density,freestream,4890.000000,6.51157848e+36
number_density,freestream,4900.000000,3.47930045e+36
number_density,freestream,4910.000000,1.81175680e+37
number_density,freestream,4920.000000,1.45203585e+37
number_density,freestream,4930.000000,1.94051263e+37
number_density,freestream,4940.000000,1.54280298e+37
number_density,freestream,4950.000000,5.27643732e+36
number_density,freestream,4960.000000,4.50263292e+36
number_density,freestream,4970.000000,9.11228211e+36
number_density,freestream,4980.000000,3.54274162e+37
number_density,freestream,4990.000000,5.08040548e+37
number_density,freestream,5000.000000,2.32987398e+37
pressure,boundary,0.000000,3.69965063e-05
pressure,boundary,10.000000,6.35455978e-05
pressure,boundary,20.000000,6.58721208e-06
pressure,boundary,30.000000,6.28222526e-06
pressure,boundary,40.000000,2.42567778e-05
pressure,boundary,50.000000,8.60513857e-05
pressure,boundary,60.000000,2.03035296e-04
pressure,boundary,70.000000,1.21921253e-04
pressure,boundary,80.000000,6.84215809e-05
pressure,boundary,90.000000,4.98126271e-05
pressure,boundary,100.000000,4.51965412e-05
pressure,boundary,110.000000,2.45811540e-06
pressure,boundary,120.000000,3.97591238e-05
pressure,boundary,130.000000,6.62775311e-05
pressure,boundary,140.000000,4.17018914e-04
pressure,boundary,150.000000,2.00711121e-04
pressure,boundary,160.000000,5.33176436e-05
pressure,boundary,170.000000,1.93062338e-05
pressure,boundary,180.000000,2.63185962e-04
pressure,boundary,190.000000,9.89107105e-04
pressure,boundary,200.000000,1.84748255e-04
pressure,boundary,210.000000,1.43716498e-04
pressure,boundary,220.000000,4.95741294e-04
pressure,boundary,230.000000,6.04799570e-04
pressure,boundary,240.000000,9.38122605e-04
pressure,boundary,250.000000,5.74696477e-04
pressure,boundary,260.000000,1.73456711e-04
pressure,boundary,270.000000,1.09255734e-04
pressure,boundary,280.000000,4.96674362e-05
pressure,boundary,290.000000,1.97418219e-04
pressure,boundary,300.000000,3.52218372e-04
pressure,boundary,310.000000,3.58920813e-04
pressure,boundary,320.000000,2.89189286e-04
pressure,boundary,330.000000,1.77158275e-04
pressure,boundary,340.000000,7.13396484e-05
pressure,boundary,350.000000,9.76438670e-06
pressure,boundary,360.000000,3.98144021e-05
pressure,boundary,370.000000,9.41535914e-05
pressure,boundary,380.000000,1.65063137e-04
pressure,boundary,390.000000,1.27206365e-04
pressure,boundary,400.000000,1.50043872e-05
pressure,boundary,410.000000,2.27439967e-05
pressure,boundary,420.000000,5.82970509e-05
pressure,boundary,430.000000,6.04722523e-04
pressure,boundary,440.000000,8.27688803e-05
pressure,boundary,450.000000,1.94305295e-04
pressure,boundary,460.000000,6.75010505e-05
pressure,boundary,470.000000,2.86427536e-05
pressure,boundary,480.000000,1.30870540e-04
pressure,boundary,490.000000,1.24815971e-04
pressure,boundary,500.000000,1.41682223e-04
pressure,boundary,510.000000,1.36849028e-04
pressure,boundary,520.000000,3.00938036e-05
pressure,boundary,530.000000,1.89603279e-05
pressure,boundary,540.000000,1.76100698e-04
pressure,boundary,550.000000,1.08117559e-04
pressure,boundary,560.000000,1.54783396e-04
pressure,boundary,570.000000,2.32650659e-04
pressure,boundary,580.000000,8.91381804e-05
pressure,boundary,590.000000,7.01272567e-05
pressure,boundary,600.000000,1.24174080e-04
pressure,boundary,610.000000,4.26584075e-04
pressure,boundary,620.000000,4.72957486e-04
pressure,boundary,630.000000,2.30870639e-04
pressure,boundary,640.000000,1.53221105e-04
pressure,boundary,650.000000,8.02932362e-05
pressure,boundary,660.000000,2.42744386e-05
pressure,boundary,670.000000,6.60257053e-05
pressure,boundary,680.000000,1.28505219e-04
pressure,boundary,690.000000,3.04699329e-04
pressure,boundary,700.000000,1.56189670e-04
pressure,boundary,710.000000,6.88958612e-05
pressure,boundary,720.000000,1.25379137e-05
pressure,boundary,730.000000,7.73297974e-07
pressure,boundary,740.000000,4.17527769e-05
pressure,boundary,750.000000,9.36373889e-05
pressure,boundary,760.000000,3.81771731e-05
pressure,boundary,770.000000,1.02313109e-04
pressure,boundary,780.000000,4.01449989e-05
pressure,boundary,790.000000,4.27030466e-05
pressure,boundary,800.000000,4.78183835e-05
pressure,boundary,810.000000,3.71981868e-04
pressure,boundary,820.000000,5.88244106e-04
pressure,boundary,830.000000,1.76569044e-04
pressure,boundary,840.000000,3.40681637e-05
pressure,boundary,850.000000,4.53395356e-05
pressure,boundary,860.000000,2.92603602e-04
pressure,boundary,870.000000,7.63813708e-05
pressure,boundary,880.000000,1.41474504e-04
pressure,boundary,890.000000,6.56788375e-05
pressure,boundary,900.000000,8.31476613e-05
pressure,boundary,910.000000,5.80788265e-05
pressure,boundary,920.000000,2.35629963e-05
pressure,boundary,930.000000,1.03732547e-05
pressure,boundary,940.000000,6.93083431e-05
pressure,boundary,950.000000,6.12683390e-05
pressure,boundary,960.000000,3.22874484e-04
pressure,boundary,970.000000,5.48430950e-04
pressure,boundary,980.000000,2.25928322e-04
pressure,boundary,990.000000,1.30278318e-04
pressure,boundary,1000.000000,1.27459633e-04
pressure,boundary,1010.000000,2.65558192e-04
pressure,boundary,1020.000000,4.63266024e-04
pressure,boundary,1030.000000,5.56489774e-05
pressure,boundary,1040.000000,1.07644946e-05
pressure,boundary,1050.000000,1.19556468e-04
pressure,boundary,1060.000000,2.63617002e-05
pressure,boundary,1070.000000,2.68742986e-05
pressure,boundary,1080.000000,3.33960799e-06
pressure,boundary,1090.000000,1.08039176e-05
pressure,boundary,1100.000000,4.65972013e-08
pressure,boundary,1110.000000,5.44085139e-05
pressure,boundary,1120.000000,1.89330987e-04
pressure,boundary,1130.000000,3.84195207e-04
pressure,boundary,1140.000000,2.98416257e-04
pressure,boundary,1150.000000,1.29520474e-04
pressure,boundary,1160.000000,1.32766903e-04
pressure,boundary,1170.000000,1.55346535e-04
pressure,boundary,1180.000000,2.87512580e-05
pressure,boundary,1190.000000,4.88564065e-05
pressure,boundary,1200.000000,7.03571810e-07
pressure,boundary,1210.000000,6.93648046e-06
pressure,boundary,1220.000000,9.43819924e-06
pressure,boundary,1230.000000,1.09515028e-05
pressure,boundary,1240.000000,8.89997113e-05
pressure,boundary,1250.000000,5.32149216e-05
pressure,boundary,1260.000000,8.11660702e-06
pressure,boundary,1270.000000,6.58367230e-05
pressure,boundary,1280.000000,9.46139228e-05
pressure,boundary,1290.000000,1.04266713e-04
pressure,boundary,1300.000000,1.86011827e-05
pressure,boundary,1310.000000,2.54284580e-05
pressure,boundary,1320.000000,3.75196387e-05
pressure,boundary,1330.000000,4.68807878e-05
pressure,boundary,1340.000000,4.47169616e-05
pressure,boundary,1350.000000,1.40127489e-04
pressure,boundary,1360.000000,2.67053692e-04
pressure,boundary,1370.000000,4.92147857e-05
pressure,boundary,1380.000000,8.27950974e-06
pressure,boundary,1390.000000,2.36933402e-05
pressure,boundary,1400.000000,3.55194767e-05
pressure,boundary,1410.000000,6.84946543e-05
pressure,boundary,1420.000000,3.81656784e-05
pressure,boundary,1430.000000,5.41620071e-05
pressure,boundary,1440.000000,2.11236514e-04
pressure,boundary,1450.000000,3.17540965e-04
pressure,boundary,1460.000000,2.00207626e-04
pressure,boundary,1470.000000,3.77472585e-05
pressure,boundary,1480.000000,1.30682692e-05
pressure,boundary,1490.000000,1.30959130e-04
pressure,boundary,1500.000000,8.88855387e-05
pressure,boundary,1510.000000,3.61026631e-05
pressure,boundary,1520.000000,1.11093459e-04
pressure,boundary,1530.000000,4.93346419e-05
pressure,boundary,1540.000000,4.99453380e-05
pressure,boundary,1550.000000,5.37684579e-05
pressure,boundary,1560.000000,3.32808333e-04
pressure,boundary,1570.000000,3.95024634e-04
pressure,boundary,1580.000000,1.24212170e-05
pressure,boundary,1590.000000,1.01083729e-04
pressure,boundary,1600.000000,1.21386341e-04
pressure,boundary,1610.000000,8.73180697e-05
pressure,boundary,1620.000000,2.57145619e-05
pressure,boundary,1630.000000,4.29315965e-05
pressure,boundary,1640.000000,1.49794038e-04
pressure,boundary,1650.000000,2.20937963e-05
pressure,boundary,1660.000000,9.75074193e-06
pressure,boundary,1670.000000,1.83237358e-05
pressure,boundary,1680.000000,2.98905910e-05
pressure,boundary,1690.000000,9.85389383e-05
pressure,boundary,1700.000000,2.06893665e-05
pressure,boundary,1710.000000,1.57042162e-05
pressure,boundary,1720.000000,2.09789891e-05
pressure,boundary,1730.000000,4.44763086e-05
pressure,boundary,1740.000000,5.17181019e-05
pressure,boundary,1750.000000,1.71027922e-05
pressure,boundary,1760.000000,1.50754514e-05
pressure,boundary,1770.000000,9.10340494e-06
pressure,boundary,1780.000000,1.75257198e-05
pressure,boundary,1790.000000,1.21565493e-04
pressure,boundary,1800.000000,1.90394776e-04
pressure,boundary,1810.000000,1.55450768e-05
pressure,boundary,1820.000000,9.56498290e-05
pressure,boundary,1830.000000,1.86161725e-04
pressure,boundary,1840.000000,8.55470014e-05
pressure,boundary,1850.000000,2.93539790e-05
pressure,boundary,1860.000000,8.25006805e-05
pressure,boundary,1870.000000,2.54946414e-06
pressure,boundary,1880.000000,8.37455191e-05
pressure,boundary,1890.000000,4.64118066e-05
pressure,boundary,1900.000000,7.64283149e-05
pressure,boundary,1910.000000,7.80968336e-05
pressure,boundary,1920.000000,4.00019645e-05
pressure,boundary,1930.000000,1.96765514e-05
pressure,boundary,1940.000000,2.68626548e-05
pressure,boundary,1950.000000,5.65187065e-05
pressure,boundary,1960.000000,4.64537180e-06
pressure,boundary,1970.000000,4.19809219e-05
pressure,boundary,1980.000000,1.78062075e-05
pressure,boundary,1990.000000,1.12334107e-04
pressure,boundary,2000.000000,1.19831553e-04
pressure,boundary,2010.000000,3.50071836e-05
pressure,boundary,2020.000000,6.38606000e-05
pressure,boundary,2030.000000,3.23506816e-05
pressure,boundary,2040.000000,3.94583212e-05
pressure,boundary,2050.000000,3.92931344e-05
pressure,boundary,2060.000000,2.00291485e-05
pressure,boundary,2070.000000,9.41686166e-06
pressure,boundary,2080.000000,1.75478732e-05
pressure,boundary,2090.000000,2.79170147e-05
pressure,boundary,2100.000000,1.82152350e-05
pressure,boundary,2110.000000,5.03131081e-06
pressure,boundary,2120.000000,6.81381845e-05
pressure,boundary,2130.000000,1.82419143e-04
pressure,boundary,2140.000000,3.23029825e-05
pressure,boundary,2150.000000,3.99768934e-05
pressure,boundary,2160.000000,1.33224642e-05
pressure,boundary,2170.000000,4.78168449e-05
pressure,boundary,2180.000000,4.39967925e-05
pressure,boundary,2190.000000,4.87171967e-05
pressure,boundary,2200.000000,3.38144571e-05
pressure,boundary,2210.000000,5.02721782e-05
pressure,boundary,2220.000000,2.79763591e-05
