field,probe,frequency_khz,psd
pressure,boundary,2230.000000,8.61977134e-06
pressure,boundary,2240.000000,7.15870914e-06
pressure,boundary,2250.000000,1.07880452e-05
pressure,boundary,2260.000000,1.35112726e-04
pressure,boundary,2270.000000,5.28866958e-05
pressure,boundary,2280.000000,2.26839922e-06
pressure,boundary,2290.000000,1.09833862e-08
pressure,boundary,2300.000000,9.16742857e-07
pressure,boundary,2310.000000,4.83734858e-05
pressure,boundary,2320.000000,1.10873190e-04
pressure,boundary,2330.000000,1.01963020e-04
pressure,boundary,2340.000000,4.75752595e-05
pressure,boundary,2350.000000,1.83197035e-04
pressure,boundary,2360.000000,1.44973070e-04
pressure,boundary,2370.000000,6.41639855e-05
pressure,boundary,2380.000000,1.18857070e-04
pressure,boundary,2390.000000,7.59927883e-05
pressure,boundary,2400.000000,1.70291178e-05
pressure,boundary,2410.000000,3.73872973e-05
pressure,boundary,2420.000000,5.85335025e-05
pressure,boundary,2430.000000,2.35583836e-05
pressure,boundary,2440.000000,9.12246740e-06
pressure,boundary,2450.000000,3.58869950e-05
pressure,boundary,2460.000000,8.91931835e-05
pressure,boundary,2470.000000,1.56654468e-04
pressure,boundary,2480.000000,3.73924037e-05
pressure,boundary,2490.000000,5.04180250e-05
pressure,boundary,2500.000000,2.05544595e-04
pressure,boundary,2510.000000,5.97200225e-05
pressure,boundary,2520.000000,3.17794495e-05
pressure,boundary,2530.000000,1.04370684e-04
pressure,boundary,2540.000000,8.76725942e-06
pressure,boundary,2550.000000,1.26379626e-04
pressure,boundary,2560.000000,2.93604307e-05
pressure,boundary,2570.000000,8.09396092e-06
pressure,boundary,2580.000000,9.88673956e-06
pressure,boundary,2590.000000,1.59783321e-05
pressure,boundary,2600.000000,4.18885108e-06
pressure,boundary,2610.000000,4.53479016e-05
pressure,boundary,2620.000000,6.07075499e-05
pressure,boundary,2630.000000,1.74864899e-05
pressure,boundary,2640.000000,1.46383207e-06
pressure,boundary,2650.000000,3.17973234e-05
pressure,boundary,2660.000000,8.22572583e-05
pressure,boundary,2670.000000,7.39086041e-05
pressure,boundary,2680.000000,3.36775889e-05
pressure,boundary,2690.000000,4.18759162e-05
pressure,boundary,2700.000000,2.58748878e-05
pressure,boundary,2710.000000,1.07364164e-05
pressure,boundary,2720.000000,4.93430997e-05
pressure,boundary,2730.000000,9.24477710e-05
pressure,boundary,2740.000000,1.51013159e-05
pressure,boundary,2750.000000,1.50598955e-04
pressure,boundary,2760.000000,1.29786214e-04
pressure,boundary,2770.000000,3.15262677e-05
pressure,boundary,2780.000000,4.63311410e-05
pressure,boundary,2790.000000,6.48971616e-05
pressure,boundary,2800.000000,9.59370102e-05
pressure,boundary,2810.000000,3.43576567e-06
pressure,boundary,2820.000000,2.91948495e-05
pressure,boundary,2830.000000,2.91458704e-05
pressure,boundary,2840.000000,2.95978958e-06
pressure,boundary,2850.000000,8.84207845e-05
pressure,boundary,2860.000000,1.47790849e-04
pressure,boundary,2870.000000,2.04994268e-05
pressure,boundary,2880.000000,2.69655871e-05
pressure,boundary,2890.000000,1.69659442e-05
pressure,boundary,2900.000000,5.02795051e-05
pressure,boundary,2910.000000,2.51860815e-05
pressure,boundary,2920.000000,5.26532645e-05
pressure,boundary,2930.000000,1.19236775e-04
pressure,boundary,2940.000000,1.07198889e-04
pressure,boundary,2950.000000,7.03313077e-05
pressure,boundary,2960.000000,4.30416101e-05
pressure,boundary,2970.000000,1.55152228e-05
pressure,boundary,2980.000000,4.42864244e-05
pressure,boundary,2990.000000,1.61870089e-04
pressure,boundary,3000.000000,8.73212976e-05
pressure,boundary,3010.000000,2.41533547e-05
pressure,boundary,3020.000000,3.41659834e-05
pressure,boundary,3030.000000,1.09266924e-05
pressure,boundary,3040.000000,2.84938432e-05
pressure,boundary,3050.000000,1.06746783e-04
pressure,boundary,3060.000000,5.04092429e-05
pressure,boundary,3070.000000,2.00834468e-06
pressure,boundary,3080.000000,7.71972047e-05
pressure,boundary,3090.000000,4.54190513e-05
pressure,boundary,3100.000000,1.71693892e-05
pressure,boundary,3110.000000,1.21907488e-04
pressure,boundary,3120.000000,1.46398663e-04
pressure,boundary,3130.000000,6.55960722e-06
pressure,boundary,3140.000000,7.46685229e-05
pressure,boundary,3150.000000,1.04360071e-04
pressure,boundary,3160.000000,2.14320658e-05
pressure,boundary,3170.000000,1.42951162e-05
pressure,boundary,3180.000000,1.37685685e-05
pressure,boundary,3190.000000,2.64066387e-05
pressure,boundary,3200.000000,1.59591539e-05
pressure,boundary,3210.000000,4.37926815e-05
pressure,boundary,3220.000000,1.84211460e-05
pressure,boundary,3230.000000,9.53241323e-05
pressure,boundary,3240.000000,1.22732425e-04
pressure,boundary,3250.000000,1.09595373e-04
pressure,boundary,3260.000000,1.23863254e-04
pressure,boundary,3270.000000,2.58013825e-05
pressure,boundary,3280.000000,9.09684549e-05
pressure,boundary,3290.000000,1.40686663e-04
pressure,boundary,3300.000000,5.08354288e-05
pressure,boundary,3310.000000,3.57026660e-05
pressure,boundary,3320.000000,5.01822107e-05
pressure,boundary,3330.000000,1.66203848e-04
pressure,boundary,3340.000000,2.55029713e-04
pressure,boundary,3350.000000,1.70562854e-04
pressure,boundary,3360.000000,1.48141192e-04
pressure,boundary,3370.000000,1.96921950e-05
pressure,boundary,3380.000000,2.71796950e-05
pressure,boundary,3390.000000,4.05115945e-05
pressure,boundary,3400.000000,6.21924272e-05
pressure,boundary,3410.000000,2.95567492e-05
pressure,boundary,3420.000000,3.89443636e-05
pressure,boundary,3430.000000,1.25052730e-04
pressure,boundary,3440.000000,6.87471870e-06
pressure,boundary,3450.000000,3.67317107e-05
pressure,boundary,3460.000000,6.22052265e-05
pressure,boundary,3470.000000,8.75945576e-07
pressure,boundary,3480.000000,5.34509821e-05
pressure,boundary,3490.000000,1.04147564e-05
pressure,boundary,3500.000000,2.84481909e-06
pressure,boundary,3510.000000,7.34081259e-06
pressure,boundary,3520.000000,2.45067447e-05
pressure,boundary,3530.000000,2.17415034e-05
pressure,boundary,3540.000000,1.13604988e-05
pressure,boundary,3550.000000,9.16749582e-05
pressure,boundary,3560.000000,2.15550113e-04
pressure,boundary,3570.000000,7.86972825e-05
pressure,boundary,3580.000000,6.43627599e-05
pressure,boundary,3590.000000,2.12828410e-05
pressure,boundary,3600.000000,1.26693421e-05
pressure,boundary,3610.000000,7.65415061e-06
pressure,boundary,3620.000000,2.06220688e-05
pressure,boundary,3630.000000,4.72485735e-05
pressure,boundary,3640.000000,6.32342230e-05
pressure,boundary,3650.000000,6.23581174e-05
pressure,boundary,3660.000000,5.93790189e-05
pressure,boundary,3670.000000,4.37247366e-05
pressure,boundary,3680.000000,2.72845120e-05
pressure,boundary,3690.000000,5.04262677e-05
pressure,boundary,3700.000000,2.98497645e-05
pressure,boundary,3710.000000,8.04353037e-05
pressure,boundary,3720.000000,7.33889000e-05
pressure,boundary,3730.000000,8.59539345e-06
pressure,boundary,3740.000000,1.03140120e-04
pressure,boundary,3750.000000,7.24431248e-05
pressure,boundary,3760.000000,8.98794767e-05
pressure,boundary,3770.000000,1.44919085e-04
pressure,boundary,3780.000000,3.94378023e-05
pressure,boundary,3790.000000,4.99499702e-05
pressure,boundary,3800.000000,1.29278958e-04
pressure,boundary,3810.000000,7.90185500e-05
pressure,boundary,3820.000000,5.99318724e-06
pressure,boundary,3830.000000,1.23893798e-05
pressure,boundary,3840.000000,1.76892454e-04
pressure,boundary,3850.000000,1.08714683e-04
pressure,boundary,3860.000000,1.02913323e-05
pressure,boundary,3870.000000,9.77188515e-05
pressure,boundary,3880.000000,7.22113550e-05
pressure,boundary,3890.000000,9.74543926e-05
pressure,boundary,3900.000000,1.46836734e-04
pressure,boundary,3910.000000,7.34889257e-05
pressure,boundary,3920.000000,3.05746245e-05
pressure,boundary,3930.000000,1.50253359e-05
pressure,boundary,3940.000000,8.57629076e-05
pressure,boundary,3950.000000,2.57209510e-04
pressure,boundary,3960.000000,2.10547142e-04
pressure,boundary,3970.000000,1.23126438e-04
pressure,boundary,3980.000000,1.12661004e-05
pressure,boundary,3990.000000,6.57477848e-05
pressure,boundary,4000.000000,1.55931664e-04
pressure,boundary,4010.000000,1.40757272e-04
pressure,boundary,4020.000000,3.68979180e-05
pressure,boundary,4030.000000,2.32991273e-06
pressure,boundary,4040.000000,4.24794779e-05
pressure,boundary,4050.000000,2.45739014e-05
pressure,boundary,4060.000000,4.07154330e-05
pressure,boundary,4070.000000,7.61616256e-05
pressure,boundary,4080.000000,2.35407312e-05
pressure,boundary,4090.000000,9.20631508e-05
pressure,boundary,4100.000000,8.41285642e-05
pressure,boundary,4110.000000,1.99200891e-05
pressure,boundary,4120.000000,7.95979491e-06
pressure,boundary,4130.000000,1.94556492e-06
pressure,boundary,4140.000000,1.32372196e-05
pressure,boundary,4150.000000,4.25096573e-05
pressure,boundary,4160.000000,5.34691370e-05
pressure,boundary,4170.000000,9.67878935e-06
pressure,boundary,4180.000000,1.01996410e-05
pressure,boundary,4190.000000,3.20529389e-05
pressure,boundary,4200.000000,7.96984432e-05
pressure,boundary,4210.000000,1.23135876e-04
pressure,boundary,4220.000000,2.45553074e-05
pressure,boundary,4230.000000,1.29927315e-05
pressure,boundary,4240.000000,4.00600105e-05
pressure,boundary,4250.000000,7.89574904e-05
pressure,boundary,4260.000000,5.32321604e-05
pressure,boundary,4270.000000,2.76720926e-06
pressure,boundary,4280.000000,1.53525428e-05
pressure,boundary,4290.000000,1.06661062e-05
pressure,boundary,4300.000000,3.16337189e-06
pressure,boundary,4310.000000,2.84052074e-06
pressure,boundary,4320.000000,3.94240506e-05
pressure,boundary,4330.000000,3.59722305e-05
pressure,boundary,4340.000000,4.55605435e-05
pressure,boundary,4350.000000,1.11794362e-04
pressure,boundary,4360.000000,9.37497688e-06
pressure,boundary,4370.000000,1.96140658e-05
pressure,boundary,4380.000000,1.40658839e-05
pressure,boundary,4390.000000,7.39469697e-05
pressure,boundary,4400.000000,6.64170683e-05
pressure,boundary,4410.000000,1.59132405e-04
pressure,boundary,4420.000000,1.35212038e-04
pressure,boundary,4430.000000,1.10507186e-04
pressure,boundary,4440.000000,1.22670579e-04
pressure,boundary,4450.000000,4.58694157e-05
pressure,boundary,4460.000000,3.22285094e-05
pressure,boundary,4470.000000,9.87408812e-06
pressure,boundary,4480.000000,3.28144811e-05
pressure,boundary,4490.000000,3.14015295e-05
pressure,boundary,4500.000000,4.80369610e-05
pressure,boundary,4510.000000,1.81263363e-04
pressure,boundary,4520.000000,3.82104360e-05
pressure,boundary,4530.000000,1.71675781e-05
pressure,boundary,4540.000000,3.83269268e-05
pressure,boundary,4550.000000,7.09840255e-05
pressure,boundary,4560.000000,2.70701935e-05
pressure,boundary,4570.000000,7.34239377e-06
pressure,boundary,4580.000000,9.80503897e-06
pressure,boundary,4590.000000,1.38058963e-05
pressure,boundary,4600.000000,5.87954739e-06
pressure,boundary,4610.000000,4.56218007e-05
pressure,boundary,4620.000000,3.73785560e-05
pressure,boundary,4630.000000,4.51435496e-05
pressure,boundary,4640.000000,3.02107172e-06
pressure,boundary,4650.000000,1.48637997e-06
pressure,boundary,4660.000000,1.28785839e-05
pressure,boundary,4670.000000,3.50956839e-06
pressure,boundary,4680.000000,2.21154124e-07
pressure,boundary,4690.000000,1.64213134e-05
pressure,boundary,4700.000000,5.43385275e-05
pressure,boundary,4710.000000,7.35728358e-05
pressure,boundary,4720.000000,2.13446087e-05
pressure,boundary,4730.000000,4.26464779e-05
pressure,boundary,4740.000000,9.18526929e-06
pressure,boundary,4750.000000,7.95824502e-06
pressure,boundary,4760.000000,1.36966126e-05
pressure,boundary,4770.000000,1.19285925e-05
pressure,boundary,4780.000000,1.17293291e-05
pressure,boundary,4790.000000,4.52003739e-05
pressure,boundary,4800.000000,9.88446469e-06
pressure,boundary,4810.000000,5.51569226e-05
pressure,boundary,4820.000000,1.04108438e-04
pressure,boundary,4830.000000,5.19958032e-05
pressure,boundary,4840.000000,2.55154129e-05
pressure,boundary,4850.000000,1.95926191e-05
pressure,boundary,4860.000000,1.10671112e-06
pressure,boundary,4870.000000,2.66816134e-05
pressure,boundary,4880.000000,4.03445752e-05
pressure,boundary,4890.000000,4.54815697e-05
pressure,boundary,4900.000000,2.12831465e-05
pressure,boundary,4910.000000,1.10613043e-07
pressure,boundary,4920.000000,2.05929719e-05
pressure,boundary,4930.000000,6.93152693e-05
pressure,boundary,4940.000000,1.18096426e-05
pressure,boundary,4950.000000,2.01254841e-05
pressure,boundary,4960.000000,7.05533607e-05
pressure,boundary,4970.000000,1.28678471e-05
pressure,boundary,4980.000000,1.71306091e-05
pressure,boundary,4990.000000,3.56564467e-05
pressure,boundary,5000.000000,1.22532319e-05
pressure,freestream,0.000000,1.03193625e-05
pressure,freestream,10.000000,3.03719525e-05
pressure,freestream,20.000000,9.77504537e-06
pressure,freestream,30.000000,4.50610062e-06
pressure,freestream,40.000000,1.26724802e-05
pressure,freestream,50.000000,2.56475542e-05
pressure,freestream,60.000000,2.21581352e-05
pressure,freestream,70.000000,6.17343526e-05
pressure,freestream,80.000000,3.64913824e-05
pressure,freestream,90.000000,7.00970646e-06
pressure,freestream,100.000000,4.69948004e-05
pressure,freestream,110.000000,3.04621248e-05
pressure,freestream,120.000000,5.70864822e-06
pressure,freestream,130.000000,2.04905002e-06
pressure,freestream,140.000000,1.68635744e-05
pressure,freestream,150.000000,3.39189610e-07
pressure,freestream,160.000000,3.88232943e-05
pressure,freestream,170.000000,5.50171762e-05
pressure,freestream,180.000000,4.15757596e-06
pressure,freestream,190.000000,9.83225252e-06
pressure,freestream,200.000000,2.76259771e-05
pressure,freestream,210.000000,1.23608851e-05
pressure,freestream,220.000000,1.51803819e-05
pressure,freestream,230.000000,4.64355632e-05
pressure,freestream,240.000000,2.89990601e-05
pressure,freestream,250.000000,8.21215782e-06
pressure,freestream,260.000000,3.15254035e-05
pressure,freestream,270.000000,2.13434188e-05
pressure,freestream,280.000000,2.45142635e-05
pressure,freestream,290.000000,5.37198712e-05
pressure,freestream,300.000000,2.14046269e-05
pressure,freestream,310.000000,2.40280411e-05
pressure,freestream,320.000000,1.66535066e-06
pressure,freestream,330.000000,2.43171399e-05
pressure,freestream,340.000000,5.91762798e-05
pressure,freestream,350.000000,3.12183519e-05
pressure,freestream,360.000000,1.90571872e-07
pressure,freestream,370.000000,3.56158784e-06
pressure,freestream,380.000000,1.91114696e-05
pressure,freestream,390.000000,1.97779697e-05
pressure,freestream,400.000000,1.80435848e-05
pressure,freestream,410.000000,6.44788191e-05
pressure,freestream,420.000000,4.23064324e-05
pressure,freestream,430.000000,1.25279498e-05
pressure,freestream,440.000000,1.68300066e-05
pressure,freestream,450.000000,2.64614602e-05
pressure,freestream,460.000000,4.18311397e-06
pressure,freestream,470.000000,3.41730158e-05
pressure,freestream,480.000000,3.53116662e-05
pressure,freestream,490.000000,4.19984782e-05
pressure,freestream,500.000000,7.12710248e-05
pressure,freestream,510.000000,2.44914611e-05
pressure,freestream,520.000000,2.02549686e-05
pressure,freestream,530.000000,7.16224310e-05
pressure,freestream,540.000000,6.71337959e-05
pressure,freestream,550.000000,3.16685033e-06
pressure,freestream,560.000000,7.36296438e-06
pressure,freestream,570.000000,4.96210600e-06
pressure,freestream,580.000000,6.68115327e-06
pressure,freestream,590.000000,2.81524562e-05
pressure,freestream,600.000000,2.89691786e-05
pressure,freestream,610.000000,2.88738909e-06
pressure,freestream,620.000000,2.21289041e-05
pressure,freestream,630.000000,1.93609307e-07
pressure,freestream,640.000000,5.36521063e-07
pressure,freestream,650.000000,3.18648774e-06
pressure,freestream,660.000000,2.07849642e-06
pressure,freestream,670.000000,1.89485676e-06
pressure,freestream,680.000000,1.00210176e-06
pressure,freestream,690.000000,1.90308575e-05
pressure,freestream,700.000000,2.27351283e-05
pressure,freestream,710.000000,1.36496634e-05
pressure,freestream,720.000000,1.75232193e-05
pressure,freestream,730.000000,1.70453334e-05
pressure,freestream,740.000000,2.66241349e-05
pressure,freestream,750.000000,6.40573468e-06
pressure,freestream,760.000000,6.38740993e-06
pressure,freestream,770.000000,1.52725947e-05
pressure,freestream,780.000000,1.49654623e-05
pressure,freestream,790.000000,5.76611074e-06
pressure,freestream,800.000000,7.83092462e-06
pressure,freestream,810.000000,4.10630609e-06
pressure,freestream,820.000000,2.21588300e-06
pressure,freestream,830.000000,9.32259060e-06
pressure,freestream,840.000000,3.07016975e-05
pressure,freestream,850.000000,4.66466695e-05
pressure,freestream,860.000000,2.68679572e-05
pressure,freestream,870.000000,1.35315064e-05
pressure,freestream,880.000000,7.52420258e-06
pressure,freestream,890.000000,7.06854757e-06
pressure,freestream,900.000000,3.13928430e-06
pressure,freestream,910.000000,7.51228088e-06
pressure,freestream,920.000000,2.19938929e-05
pressure,freestream,930.000000,2.26272970e-06
pressure,freestream,940.000000,1.68612383e-06
pressure,freestream,950.000000,3.13943210e-06
pressure,freestream,960.000000,1.01819999e-06
pressure,freestream,970.000000,2.38827478e-05
pressure,freestream,980.000000,5.82830563e-05
pressure,freestream,990.000000,1.04760385e-05
pressure,freestream,1000.000000,3.30761162e-06
pressure,freestream,1010.000000,4.29211938e-07
pressure,freestream,1020.000000,2.98463230e-06
pressure,freestream,1030.000000,6.22796292e-06
pressure,freestream,1040.000000,2.06146083e-06
pressure,freestream,1050.000000,8.40657155e-06
pressure,freestream,1060.000000,1.81090553e-06
pressure,freestream,1070.000000,4.71514258e-06
pressure,freestream,1080.000000,4.87540134e-06
pressure,freestream,1090.000000,3.74014742e-06
pressure,freestream,1100.000000,3.39586053e-06
pressure,freestream,1110.000000,3.40954989e-06
pressure,freestream,1120.000000,3.58100319e-05
pressure,freestream,1130.000000,3.75193588e-05
pressure,freestream,1140.000000,1.68114192e-05
pressure,freestream,1150.000000,4.01758905e-06
pressure,freestream,1160.000000,1.09045224e-06
pressure,freestream,1170.000000,3.18614384e-05
pressure,freestream,1180.000000,1.94231462e-05
pressure,freestream,1190.000000,6.83763310e-06
pressure,freestream,1200.000000,2.11644448e-05
pressure,freestream,1210.000000,3.25472759e-05
pressure,freestream,1220.000000,1.68775631e-05
pressure,freestream,1230.000000,9.73902901e-06
pressure,freestream,1240.000000,2.41474172e-06
pressure,freestream,1250.000000,1.89970757e-06
pressure,freestream,1260.000000,8.78675682e-06
pressure,freestream,1270.000000,9.09819724e-06
pressure,freestream,1280.000000,1.75748118e-05
pressure,freestream,1290.000000,2.09889690e-05
pressure,freestream,1300.000000,1.43113877e-05
pressure,freestream,1310.000000,2.63144663e-05
pressure,freestream,1320.000000,4.12323564e-05
pressure,freestream,1330.000000,1.44941584e-05
pressure,freestream,1340.000000,3.33489068e-06
pressure,freestream,1350.000000,5.68072740e-07
pressure,freestream,1360.000000,1.10800263e-05
pressure,freestream,1370.000000,3.13148908e-05
pressure,freestream,1380.000000,3.14834210e-05
pressure,freestream,1390.000000,1.07657309e-05
pressure,freestream,1400.000000,5.42622078e-06
pressure,freestream,1410.000000,9.89093050e-06
pressure,freestream,1420.000000,9.14483300e-06
pressure,freestream,1430.000000,1.07247384e-05
pressure,freestream,1440.000000,2.34052351e-05
pressure,freestream,1450.000000,2.35815586e-05
pressure,freestream,1460.000000,3.95451227e-05
pressure,freestream,1470.000000,2.17678755e-05
pressure,freestream,1480.000000,5.94199059e-06
pressure,freestream,1490.000000,1.27675741e-06
pressure,freestream,1500.000000,5.26861856e-06
pressure,freestream,1510.000000,1.66679650e-06
pressure,freestream,1520.000000,5.08973344e-07
pressure,freestream,1530.000000,5.17350682e-06
pressure,freestream,1540.000000,7.61148209e-06
pressure,freestream,1550.000000,4.33874929e-07
pressure,freestream,1560.000000,4.01397327e-07
pressure,freestream,1570.000000,1.55947339e-06
pressure,freestream,1580.000000,1.00011806e-05
pressure,freestream,1590.000000,3.59818723e-06
pressure,freestream,1600.000000,1.31228415e-05
pressure,freestream,1610.000000,6.49361454e-06
pressure,freestream,1620.000000,1.07994974e-05
pressure,freestream,1630.000000,1.68892068e-05
pressure,freestream,1640.000000,5.66132311e-06
pressure,freestream,1650.000000,1.77795206e-05
pressure,freestream,1660.000000,1.84959419e-05
pressure,freestream,1670.000000,1.29482591e-06
pressure,freestream,1680.000000,3.24788967e-06
pressure,freestream,1690.000000,5.18143358e-06
pressure,freestream,1700.000000,5.99138312e-06
pressure,freestream,1710.000000,3.15610179e-06
pressure,freestream,1720.000000,1.72539066e-05
pressure,freestream,1730.000000,4.73019570e-05
pressure,freestream,1740.000000,1.36944705e-05
pressure,freestream,1750.000000,8.65283361e-06
pressure,freestream,1760.000000,1.36491665e-05
pressure,freestream,1770.000000,1.23563608e-05
pressure,freestream,1780.000000,1.28037327e-05
pressure,freestream,1790.000000,5.33046995e-07
pressure,freestream,1800.000000,2.20758316e-05
pressure,freestream,1810.000000,1.85550809e-05
pressure,freestream,1820.000000,4.52897167e-06
pressure,freestream,1830.000000,2.12481060e-06
pressure,freestream,1840.000000,1.80846818e-06
pressure,freestream,1850.000000,7.67745700e-07
pressure,freestream,1860.000000,2.79249952e-06
pressure,freestream,1870.000000,5.16641991e-06
pressure,freestream,1880.000000,2.68668950e-05
pressure,freestream,1890.000000,2.10123901e-05
pressure,freestream,1900.000000,1.94636783e-06
pressure,freestream,1910.000000,1.16198422e-05
pressure,freestream,1920.000000,3.99840025e-06
pressure,freestream,1930.000000,4.67152600e-06
pressure,freestream,1940.000000,1.11613531e-06
pressure,freestream,1950.000000,1.22394974e-05
pressure,freestream,1960.000000,1.88295681e-05
pressure,freestream,1970.000000,7.82108784e-06
pressure,freestream,1980.000000,2.76537613e-05
pressure,freestream,1990.000000,2.42943223e-05
pressure,freestream,2000.000000,2.21756742e-05
pressure,freestream,2010.000000,1.54610883e-05
pressure,freestream,2020.000000,1.30043091e-07
pressure,freestream,2030.000000,6.95289755e-06
pressure,freestream,2040.000000,6.64569273e-06
pressure,freestream,2050.000000,1.43847083e-05
pressure,freestream,2060.000000,6.59754426e-06
pressure,freestream,2070.000000,1.95884805e-06
pressure,freestream,2080.000000,1.23919931e-05
pressure,freestream,2090.000000,1.34277938e-05
pressure,freestream,2100.000000,1.55401992e-05
pressure,freestream,2110.000000,2.61008946e-05
pressure,freestream,2120.000000,1.00872348e-05
pressure,freestream,2130.000000,2.80017472e-06
pressure,freestream,2140.000000,1.63098947e-05
pressure,freestream,2150.000000,2.27778010e-05
pressure,freestream,2160.000000,1.50175618e-05
pressure,freestream,2170.000000,3.91867638e-06
pressure,freestream,2180.000000,1.28207738e-05
pressure,freestream,2190.000000,1.26986657e-05
pressure,freestream,2200.000000,5.73175574e-06
pressure,freestream,2210.000000,6.32391876e-06
pressure,freestream,2220.000000,1.00751678e-05
pressure,freestream,2230.000000,1.89057508e-05
pressure,freestream,2240.000000,1.32807714e-05
pressure,freestream,2250.000000,4.73827759e-07
pressure,freestream,2260.000000,2.66505432e-06
pressure,freestream,2270.000000,1.67571722e-06
pressure,freestream,2280.000000,3.98848889e-07
pressure,freestream,2290.000000,1.59364192e-06
pressure,freestream,2300.000000,1.03128626e-06
pressure,freestream,2310.000000,3.85310601e-06
pressure,freestream,2320.000000,1.36212692e-05
pressure,freestream,2330.000000,5.47361916e-06
pressure,freestream,2340.000000,1.42471674e-05
pressure,freestream,2350.000000,1.09356876e-05
pressure,freestream,2360.000000,1.01013339e-06
pressure,freestream,2370.000000,3.64522679e-06
pressure,freestream,2380.000000,5.75331610e-06
pressure,freestream,2390.000000,9.32905471e-07
pressure,freestream,2400.000000,3.65591211e-06
pressure,freestream,2410.000000,1.74498055e-06
pressure,freestream,2420.000000,4.91442643e-06
pressure,freestream,2430.000000,1.19759568e-05
pressure,freestream,2440.000000,2.24011302e-05
pressure,freestream,2450.000000,7.68704547e-07
pressure,freestream,2460.000000,4.54444900e-06
pressure,freestream,2470.000000,1.02785333e-05
pressure,freestream,2480.000000,2.60705492e-05
pressure,freestream,2490.000000,6.09610090e-06
pressure,freestream,2500.000000,1.15006740e-05
pressure,freestream,2510.000000,2.37789345e-05
pressure,freestream,2520.000000,2.75922003e-05
pressure,freestream,2530.000000,1.50183610e-05
pressure,freestream,2540.000000,1.46755033e-05
pressure,freestream,2550.000000,2.20315576e-05
pressure,freestream,2560.000000,2.90772488e-05
pressure,freestream,2570.000000,1.84526231e-05
pressure,freestream,2580.000000,7.24447190e-06
pressure,freestream,2590.000000,1.16048294e-05
pressure,freestream,2600.000000,1.29986569e-05
pressure,freestream,2610.000000,2.16349457e-05
pressure,freestream,2620.000000,5.49353091e-06
pressure,freestream,2630.000000,9.24406971e-06
pressure,freestream,2640.000000,2.78883971e-05
pressure,freestream,2650.000000,1.46798807e-05
pressure,freestream,2660.000000,2.04689458e-05
pressure,freestream,2670.000000,3.12010360e-06
pressure,freestream,2680.000000,2.08514657e-05
pressure,freestream,2690.000000,3.80531439e-05
pressure,freestream,2700.000000,4.00813471e-05
pressure,freestream,2710.000000,1.60235002e-05
pressure,freestream,2720.000000,6.23518388e-06
pressure,freestream,2730.000000,1.34735942e-06
pressure,freestream,2740.000000,6.59985079e-07
pressure,freestream,2750.000000,1.40077616e-06
pressure,freestream,2760.000000,2.97127831e-07
pressure,freestream,2770.000000,4.79772839e-06
pressure,freestream,2780.000000,1.20045265e-05
pressure,freestream,2790.000000,1.54216254e-06
pressure,freestream,2800.000000,6.99690139e-06
pressure,freestream,2810.000000,8.00206316e-06
pressure,freestream,2820.000000,6.80975968e-06
pressure,freestream,2830.000000,1.22434992e-05
pressure,freestream,2840.000000,7.98349249e-06
pressure,freestream,2850.000000,3.36320533e-06
pressure,freestream,2860.000000,4.38495970e-06
pressure,freestream,2870.000000,4.78462255e-06
pressure,freestream,2880.000000,5.47418027e-06
pressure,freestream,2890.000000,1.53813523e-06
pressure,freestream,2900.000000,6.69622324e-07
pressure,freestream,2910.000000,6.11536083e-06
pressure,freestream,2920.000000,9.42315366e-06
pressure,freestream,2930.000000,4.98645546e-06
pressure,freestream,2940.000000,1.10879621e-06
pressure,freestream,2950.000000,1.27969090e-05
pressure,freestream,2960.000000,1.49674428e-05
pressure,freestream,2970.000000,1.72997811e-06
pressure,freestream,2980.000000,1.82589022e-07
pressure,freestream,2990.000000,3.94352283e-06
pressure,freestream,3000.000000,1.35417690e-05
pressure,freestream,3010.000000,9.81563852e-06
pressure,freestream,3020.000000,1.31253974e-06
pressure,freestream,3030.000000,5.00166403e-06
pressure,freestream,3040.000000,4.63176353e-06
pressure,freestream,3050.000000,3.33413659e-06
pressure,freestream,3060.000000,2.85924485e-06
pressure,freestream,3070.000000,6.95259218e-06
pressure,freestream,3080.000000,8.58008928e-07
pressure,freestream,3090.000000,8.22253880e-06
pressure,freestream,3100.000000,1.74047981e-05
pressure,freestream,3110.000000,1.68057311e-05
pressure,freestream,3120.000000,7.01001122e-06
pressure,freestream,3130.000000,1.03740909e-05
pressure,freestream,3140.000000,5.40674339e-06
pressure,freestream,3150.000000,6.67003541e-07
pressure,freestream,3160.000000,1.24908285e-06
pressure,freestream,3170.000000,5.45823470e-07
pressure,freestream,3180.000000,2.19942477e-05
pressure,freestream,3190.000000,4.96492762e-05
pressure,freestream,3200.000000,2.10203108e-05
pressure,freestream,3210.000000,5.33567903e-06
pressure,freestream,3220.000000,1.49262129e-06
pressure,freestream,3230.000000,7.05564075e-06
pressure,freestream,3240.000000,3.53323346e-06
pressure,freestream,3250.000000,4.97805413e-06
pressure,freestream,3260.000000,1.45421500e-06
pressure,freestream,3270.000000,5.45866347e-06
pressure,freestream,3280.000000,1.29077056e-05
pressure,freestream,3290.000000,1.21680552e-05
pressure,freestream,3300.000000,4.85254147e-06
pressure,freestream,3310.000000,1.27269034e-06
pressure,freestream,3320.000000,1.76921358e-06
pressure,freestream,3330.000000,7.63338028e-06
